20080619230237	12949232.898115	4861826.77408097	18771581
20080619230237	12949229.5585302	4861827.25342919	18771581
20080619230237	12949225.4731049	4861828.4590627	18771582
20080619230237	12949221.7661659	4861828.22665141	18771583
20080619230237	12949221.2095684	4861832.3374269	18771584
20080619230237	12949219.9071304	4861828.4590627	18771585
20080619230237	12949219.3505329	4861829.67922206	18771586
20080619230237	12949221.0203253	4861846.13686237	18771587
20080619230237	12949219.5397761	4861845.41057582	18771588
20080619230237	12949216.7567888	4861839.36787373	18771589
20080619230237	12949214.3411559	4861833.55758673	18771590
20080619230237	12949214.1519127	4861821.44314928	18771591
20080619230237	12949212.3040092	4861816.35915715	18771592
20080619230237	12949206.5487915	4861811.27516762	18771593
20080619230237	12949195.7841967	4861831.61114135	18771594
20080619230237	12949192.2665008	4861841.77914383	18771595
20080619230237	12949185.7765745	4861852.67344377	18771596
20080619230237	12949180.7560655	4861866.4729075	18771597
20080619230237	12949176.492529	4861873.00950229	18771598
20080619230237	12949175.0119798	4861880.51932872	18771599
20080619230237	12949167.7762128	4861892.61931245	18771600
20080619230237	12949165.9171774	4861907.14512273	18771601
20080619230237	12949162.3994814	4861910.29722636	18771602
20080619230237	12949170.7373113	4861900.85544427	18771603
20080619230237	12949174.4553823	4861899.40286321	18771604
20080619230237	12949177.0491264	4861900.12915372	18771605
20080619230237	12949176.492529	4861904.96624984	18771606
20080619230237	12949175.7578203	4861909.32399611	18771607
20080619230237	12949177.9842102	4861906.66577065	18771608
20080619230237	12949184.6522477	4861898.67657275	18771609
20080619230237	12949188.3703187	4861895.04512129	18771610
20080619230237	12949189.8508679	4861895.27753415	18771611
20080619230237	12949193.7470501	4861896.25076303	18771612
20080619230237	12949195.9734399	4861896.49770172	18771613
20080619230237	12949201.3613032	4861897.22399201	18771614
20080619230237	12949207.6619864	4861894.5657698	18771615
20080619230237	12949211.3689254	4861895.52447281	18771616
20080619230237	12949214.7196421	4861901.08785726	18771617
20080619230237	12949222.3227633	4861900.60850548	18771618
20080619230237	12949229.180044	4861901.81414789	18771619
20080619230237	12949232.3415175	4861907.62447483	18771620
20080619230237	12949237.1616515	4861911.74980903	18771621
20080619230237	12949236.9724083	4861915.13432744	18771622
20080619230237	12949234.5679073	4861912.95545279	18771623
20080619230237	12949236.7942971	4861913.92868341	18771624
20080619230237	12949240.323125	4861917.79255516	18771625
20080619230237	12949241.9929174	4861918.28643362	18771626
20080619230237	12949252.3790259	4861913.92868341	18771627
20080619230237	12949257.3884029	4861919.01272551	18771628
20080619230237	12949261.8411826	4861922.64418573	18771629
20080619230237	12949266.1047191	4861927.72823229	18771630
20080619230237	12949268.8877063	4861931.35969571	18771631
20080619230237	12949272.0380479	4861931.83904898	18771632
20080619230237	12949275.7561189	4861931.11275616	18771633
20080619230237	12949280.2088986	4861933.77098815	18771634
20080619230237	12949285.7748731	4861934.2648674	18771635
20080619230237	12949290.4168959	4861934.51180704	18771636
20080619230237	12949295.6043841	4861935.71745356	18771637
20080619230237	12949300.43565	4861935.71745356	18771638
20080619230237	12949304.1425891	4861934.74422081	18771639
20080619230237	12949310.9998697	4861937.64939349	18771640
20080619230237	12949313.6047458	4861934.99116046	18771641
20080619230237	12949318.9814772	4861931.35969571	18771642
20080619230237	12949321.5863533	4861931.83904898	18771643
20080619230237	12949324.3582086	4861935.23810011	18771644
20080619230237	12949329.1894745	4861936.69068641	18771645
20080619230237	12949330.1134263	4861934.01792777	18771646
20080619230237	12949329.5568288	4861937.89633321	18771647
20080619230237	12949338.0950338	4861934.51180704	18771648
20080619230237	12949339.575583	4861933.29163479	18771649
20080619230237	12949344.2176058	4861926.02870787	18771650
20080619230237	12949350.5182889	4861915.8606191	18771651
20080619230237	12949355.527666	4861907.39206169	18771652
20080619230237	12949359.4238482	4861910.5441654	18771653
20080619230237	12949362.7745649	4861913.68174429	18771654
20080619230237	12949370.0103318	4861913.43480518	18771655
20080619230237	12949376.6783693	4861915.3812666	18771656
20080619230237	12949380.0290859	4861913.2023919	18771657
20080619230237	12949383.9252681	4861912.47610044	18771658
20080619230237	12949382.4335869	4861918.03949439	18771659
20080619230237	12949385.0273311	4861930.63340292	18771660
20080619230237	12949386.6971234	4861931.59210941	18771661
20080619230237	12949389.3019995	4861929.1808175	18771662
20080619230237	12949394.1221335	4861928.20758539	18771663
20080619230237	12949398.38567	4861925.78176845	18771664
20080619230237	12949401.3579004	4861926.02870787	18771665
20080619230237	12949407.6697155	4861920.21837015	18771666
20080619230237	12949415.6401911	4861904.96624984	18771667
20080619230237	12949421.9520062	4861904.00754591	18771668
20080619230237	12949426.4047858	4861904.48689786	18771669
20080619230237	12949432.3492466	4861904.00754591	18771670
20080619230237	12949438.6499298	4861908.11835278	18771671
20080619230237	12949442.3680008	4861902.55496439	18771672
20080619230237	12949445.3290992	4861898.19722109	18771673
20080619230237	12949448.3013297	4861900.3760925	18771674
20080619230237	12949454.9804991	4861903.76060703	18771675
20080619230237	12949457.7634864	4861908.84464392	18771676
20080619230237	12949462.0270229	4861902.06108672	18771677
20080619230237	12949465.5558507	4861898.67657275	18771678
20080619230237	12949469.2627898	4861898.42963402	18771679
20080619230237	12949473.1589719	4861899.15592445	18771680
20080619230237	12949475.7527161	4861900.3760925	18771681
20080619230237	12949478.5357034	4861907.14512273	18771682
20080619230237	12949472.2350202	4861926.02870787	18771683
20080619230237	12949471.4891796	4861937.64939349	18771684
20080619230237	12949471.6784227	4861946.85879651	18771685
20080619230237	12949471.3110684	4861947.33815053	18771686
20080619230237	12949476.8770429	4861936.69068641	18771687
20080619230237	12949483.9235667	4861929.90711018	18771688
20080619230237	12949480.2054957	4861941.76021429	18771689
20080619230237	12949481.1405794	4861945.40620872	18771690
20080619230237	12949486.8957971	4861939.82827356	18771691
20080619230237	12949491.1593336	4861937.89633321	18771692
20080619230237	12949509.1485633	4862164.74937262	18771768
20080619230237	12949508.9704521	4862165.95504711	18771769
20080619230237	12949509.3378065	4862168.61334199	18771770
20080619230237	12949509.7051608	4862166.92830253	18771771
20080619230237	12949509.1485633	4862170.31290794	18771772
20080619230237	12949510.4510014	4862171.28616379	18771773
20080619230237	12949511.7534394	4862180.48125731	18771774
20080619230237	12949516.3843302	4862193.30791859	18771778
20080619230237	12949515.0930241	4862191.85529474	18771779
20080619230237	12949512.8666343	4862197.91273761	18771780
20080619230237	12949511.3749531	4862196.21316693	18771781
20080619230237	12949510.4510014	4862189.44393961	18771782
20080619230237	12949509.3378065	4862189.19699363	18771783
20080619230237	12949511.7534394	4862179.50800056	18771784
20080619230237	12949513.4232318	4862173.46509513	18771785
20080619230237	12949512.1207937	4862174.91771629	18771786
20080619230237	12949514.3471835	4862172.24489352	18771787
20080619230237	12949513.4232318	4862165.47568253	18771788
20080619230237	12949511.9426825	4862160.6239333	18771789
20080619230237	12949512.8666343	4862152.40211216	18771790
20080619230237	12949513.2339886	4862141.73990195	18771791
20080619230237	12949513.2339886	4862133.27115187	18771792
20080619230237	12949513.7905861	4862122.12959973	18771793
20080619230237	12949511.9426825	4862119.95067965	18771794
20080619230237	12949510.8183557	4862113.1669782	18771795
20080619230237	12949510.6402445	4862109.5499744	18771796
20080619230237	12949510.4510014	4862103.49258544	18771797
20080619230237	12949509.8944039	4862095.25628552	18771798
20080619230237	12949511.5641963	4862082.66216816	18771799
20080619230237	12949512.488148	4862075.89301826	18771800
20080619230237	12949513.9798292	4862067.17738141	18771801
20080619230237	12949515.2711353	4862056.51526273	18771802
20080619230237	12949531.4235934	4862094.77692436	18771810
20080619230237	12949528.8187173	4862097.68214387	18771811
20080619230237	12949526.4030844	4862098.88781021	18771812
20080619230237	12949522.8853885	4862103.2456416	18771813
20080619230237	12949518.61072	4862104.94519636	18771814
20080619230237	12949515.6496216	4862105.17761413	18771815
20080619230237	12949517.8760114	4862098.16150517	18771821
20080619230237	12949516.5735734	4862098.88781021	18771822
20080619230237	12949514.7145379	4862098.64086649	18771823
20080619230237	12949317.1224417	4861859.45696723	18771876
20080619230237	12949321.207867	4861781.99143863	18771879
20080619230237	12949306.3689789	4861774.71409676	18771881
